keyword,city,source_file,ranking,title,link,snippet,business_name,rating,review_count,official_website,top_3_reviews,profile_updates,attributes,product_listings,name,reviews,domain,domain_authority,page_authority,spam_score,backlinks_count,referring_domains,pages_to_domain,top_backlinks,trust_flow
contractor attorney near me,Sherman Oaks,Construction-LongTail -- Sherman Oaks.xlsx,3,"Los Angeles Construction Law Lawyers | Sherman Oaks, CA ...",https://www.jdhorowitzlaw.com/Practice-Areas/Construction-Law/,For experienced legal help with a construction contract or dispute contact an experienced Los Angeles attorney at The Horowitz Law Firm: 818-528-5183.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,jdhorowitzlaw.com,17,28,2,1948,118,9531,,
contractor attorney near me,Sherman Oaks,Construction-LongTail -- Sherman Oaks.xlsx,6,Los Angeles CA Construction Lawyer | California Real Estate ...,https://www.jdhorowitzlaw.com/,"For legal advice and representation with your real estate dispute or construction or surety bond matter, call 818-528-5183 or fill out the online contact form.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,jdhorowitzlaw.com,17,28,2,1948,118,9531,,
contractor attorney near me,Sherman Oaks,Construction-LongTail -- Sherman Oaks.xlsx,7,"Schimmel & Parks, APLC: Sherman Oaks Business & Civil Litigators ...",https://www.spattorneys.com/,"Schimmel & Parks, APLC, in Sherman Oaks, California handles civil cases as well as business disputes. We can help you. Call us today at 818-922-8544.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,spattorneys.com,14,26,2,1340,94,12212,,
contractor attorney near me,Sherman Oaks,Construction-LongTail -- Sherman Oaks.xlsx,10,Construction Attorneys Los Angeles | Counts Law Firm PC,https://www.countslawfirm.com/los-angeles-real-estate-attorney/construction-disputes/,"Our real estate construction attorneys represent homeowners, investors, contractors, architects, and material suppliers in construction disputes.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,countslawfirm.com,20,28,1,464,125,2291,,
crypto law firm,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,1,"TOP 10 BEST Crypto Lawyer near Sherman Oaks, Los Angeles, CA ...",https://m.yelp.com/search?find_desc=Crypto+Lawyer&find_loc=Sherman+Oaks%2C+Los+Angeles%2C+CA,"Leading Tax Group - Crypto Lawyer - Sherman Oaks, Los Angeles, CA. The Tax Law Offices of David W Klasing, PC - Crypto Lawyer - Sherman Oaks. Semper Tax ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,m.yelp.com,0,0,0,0,0,0,,
crypto law firm,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,2,Stubbs Alderton & Markiles Attorneys Assist Clients With Every ...,https://stubbsalderton.com/,"Stubbs Alderton & Markiles Attorneys specialize in corporate, VC, M&A, Business Litigation, Intellectual Property, Entertainment, Public Securities.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,stubbsalderton.com,37,39,8,9657,586,143752,,
crypto law firm,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,3,Sherman Oaks Cryptocurrency Tax Expert – Audit Attorney,https://www.leadingtaxgroup.com/the-best-cryptocurrency-tax-experts/sherman-oaks/,Our cryptocurrency tax expert in Sherman Oaks has been helping investors avoid penalties and protect their assets from the IRS for years. Crypto tax laws and ...,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,leadingtaxgroup.com,25,35,49,13914,832,13914,,
crypto law firm,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,4,Bitcoin Tax Attorney in Sherman Oaks - Leading Tax Group,https://www.leadingtaxgroup.com/most-experienced-bitcoin-tax-experts/sherman-oaks/,"Leading Tax Group has offices located in Sherman Oaks, our tax attorney has plenty of Bitcoin experience and can help if you are going through a audit or need ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,leadingtaxgroup.com,25,35,49,13914,832,13914,,
crypto law firm,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,5,"Cryptocurrency Attorney in Los Angeles, CA",https://dyounglaw.net/practice-areas/cryptocurrency/,Missing: Sherman Oaks,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,dyounglaw.net,17,31,6,4051,120,4903,,
crypto law firm,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,6,"Cryptocurrency Accounting Services - Thousand Oaks, CA Law Firm",http://www.law-grossman.com/cryptocurrency.php,"Thousand Oaks, CA Law Firm | Cryptocurrency Accounting Services Page | Law Office of Richard. Call Us Today (805) 309-2830. Cryptocurrency Accounting Services.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,law-grossman.com,2,16,-1,9,9,9,,
crypto law firm,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,8,Bitcoin and Crypto Lawyers /Attorneys | Dilendorf Law Firm,https://dilendorf.com/blockchain-crypto/bitcoin-lawyers.html,Missing: Sherman Oaks,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,dilendorf.com,29,40,1,22121,768,30717,,
crypto law firm,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,9,"Crypto, NFT & Metaverse Lawyer - Vondran Legal",https://www.vondranlegal.com/crypto-lawyer,"Call us for Crypto & Blockchain Disputes, Metaverse, Cyrpto Arbitration, False Advertising, Unfair Competition, and Copyright NFT Disputes.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,vondranlegal.com,36,40,1,22526,1780,149128,,
crypto law firm,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,10,Top Legal Services in Thousand Oaks | Experienced Law Firm,https://www.thebulldog.law/law-firm-in-thousand-oaks,"In need of legal assistance in Thousand Oaks? Our firm specializes in immigration, personal injury, criminal defense, and cryptocurrency law.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,thebulldog.law,24,42,4,17159,1218,90357,,
crypto law firms,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,1,Stubbs Alderton & Markiles Attorneys Assist Clients With Every ...,https://stubbsalderton.com/,"Stubbs Alderton & Markiles Attorneys specialize in corporate, VC, M&A, Business Litigation, Intellectual Property, Entertainment, Public Securities.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,stubbsalderton.com,37,39,8,9657,586,143752,,
crypto law firms,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,2,Sherman Oaks Cryptocurrency Tax Expert – Audit Attorney,https://www.leadingtaxgroup.com/the-best-cryptocurrency-tax-experts/sherman-oaks/,Cryptocurrency tax experts based in Sherman Oaks are waiting to help you. Leading Tax Group can help you if you are going through a audit due to ...,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,leadingtaxgroup.com,25,35,49,13914,832,13914,,
crypto law firms,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,3,"Cryptocurrency Accounting Services - Thousand Oaks, CA Law Firm",http://www.law-grossman.com/cryptocurrency.php,"Thousand Oaks, CA Law Firm | Cryptocurrency Accounting Services Page | Law Office of Richard. Call Us Today (805) 309-2830. Cryptocurrency Accounting Services.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,law-grossman.com,2,16,-1,9,9,9,,
crypto law firms,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,4,Bitcoin Tax Attorney in Sherman Oaks - Leading Tax Group,https://www.leadingtaxgroup.com/most-experienced-bitcoin-tax-experts/sherman-oaks/,"Leading Tax Group has offices located in Sherman Oaks, our tax attorney has plenty of Bitcoin experience and can help if you are going through a audit or need ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,leadingtaxgroup.com,25,35,49,13914,832,13914,,
crypto law firms,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,6,Blockchain and Fintech Attorneys - Sheppard Mullin,https://www.sheppardmullin.com/blockchain-and-fintech,Missing: Sherman Oaks,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,sheppardmullin.com,51,48,32,168010,4814,1810834,,
crypto law firms,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,7,Top Legal Services in Thousand Oaks | Experienced Law Firm,https://www.thebulldog.law/law-firm-in-thousand-oaks,"In need of legal assistance in Thousand Oaks? Our firm specializes in immigration, personal injury, criminal defense, and cryptocurrency law.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,thebulldog.law,24,42,4,17159,1218,90357,,
crypto law firms,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,8,Sherman Oaks Property Division Lawyer,https://dblawcorp.com/sherman-oaks-property-division-attorney/,Get expert guidance on property division matters in Sherman Oaks. Our skilled lawyers specialize in resolving complex legal issues. Contact us today.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,dblawcorp.com,23,20,1,3135,147,7510,,
crypto law firms,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,9,Blockchain & Digital Assets - Perkins Coie,https://perkinscoie.com/industries/blockchain-digital-assets,We have been legal counsel to the first blockchain projects conceived and continue to advise a wide range of digital asset clients.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,perkinscoie.com,59,54,1,372879,13563,1754968,,
crypto law firms,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,10,"Crypto, NFT & Metaverse Lawyer - Vondran Legal",https://www.vondranlegal.com/crypto-lawyer,"Call us for Crypto & Blockchain Disputes, Metaverse, Cyrpto Arbitration, False Advertising, Unfair Competition, and Copyright NFT Disputes.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,vondranlegal.com,36,40,1,22526,1780,149128,,
law firm blockchain,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,1,Stubbs Alderton & Markiles Attorneys Assist Clients With Every ...,https://stubbsalderton.com/,"SA&M is a full-service law firm with a wide range of practice areas, including mergers and acquisitions, public securities, venture capital and emerging growth.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,stubbsalderton.com,37,39,8,9657,586,143752,,
law firm blockchain,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,2,Sherman Oaks Cryptocurrency Tax Expert – Audit Attorney,https://www.leadingtaxgroup.com/the-best-cryptocurrency-tax-experts/sherman-oaks/,Our cryptocurrency tax expert in Sherman Oaks has been helping investors avoid penalties and protect their assets from the IRS for years. Crypto tax laws and ...,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,leadingtaxgroup.com,25,35,49,13914,832,13914,,
law firm blockchain,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,3,Bitcoin Tax Attorney in Sherman Oaks - Leading Tax Group,https://www.leadingtaxgroup.com/most-experienced-bitcoin-tax-experts/sherman-oaks/,"Leading Tax Group has offices located in Sherman Oaks, our tax attorney has plenty of Bitcoin experience and can help if you are going through a audit or need ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,leadingtaxgroup.com,25,35,49,13914,832,13914,,
law firm blockchain,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,4,Cryptocurrency Accounting Services - Richard Grossman Law Offices,https://www.law-grossman.com/cryptocurrency.php,"Thousand Oaks, CA Law Firm | Cryptocurrency Accounting Services Page | Law Office of Richard. Call Us Today (805) 309-2830. Cryptocurrency Accounting Services.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,law-grossman.com,2,16,-1,9,9,9,,
law firm blockchain,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,5,Blockchain & Digital Assets - Perkins Coie,https://perkinscoie.com/industries/blockchain-digital-assets,We have been legal counsel to the first blockchain projects conceived and continue to advise a wide range of digital asset clients.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,perkinscoie.com,59,54,1,372879,13563,1754968,,
law firm blockchain,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,6,Fintech Law Firm | Financial Technology - Skadden Arps,https://www.skadden.com/capabilities/practices/financial-services/cc/fintech,"Skadden provides the legal solutions necessary for FinTech clients to keep up with constantly evolving platforms, technologies and services.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,skadden.com,60,52,7,202467,11131,740725,,
law firm blockchain,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,7,Digital Assets & Blockchain - Stinson LLP,https://www.stinson.com/capabilities-Digital-Assets-and-Blockchain,Missing: Sherman Oaks,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,stinson.com,46,44,31,121178,2366,567907,,
law firm blockchain,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,8,"Crypto, NFT & Metaverse Lawyer - Vondran Legal",https://www.vondranlegal.com/crypto-lawyer,"Call us for Crypto & Blockchain Disputes, Metaverse, Cyrpto Arbitration, False Advertising, Unfair Competition, and Copyright NFT Disputes.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,vondranlegal.com,36,40,1,22526,1780,149128,,
law firm blockchain,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,9,Blockchain Attorneys - Sheppard Mullin,https://www.sheppardmullin.com/blockchain,Sheppard Mullin's Blockchain and Fintech team helps clients develop innovative and comprehensive legal strategies to take advantage of what may be the most ...,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,sheppardmullin.com,51,48,32,168010,4814,1810834,,
law firm blockchain,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,10,"Michael V. Young, Sr. | Reston | Finnegan | Leading IP+ Law Firm",https://www.finnegan.com/en/professionals/michael-v-young-sr.html,"Michael Young, a Finnegan lawyer in Reston, VA, focuses on patent prosecution, portfolio management, counseling and litigation with computer technologies.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,finnegan.com,53,47,6,100634,6274,744618,,
cryptocurrency lawyer,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,1,"TOP 10 BEST Crypto Lawyer near Sherman Oaks, Los Angeles, CA ...",https://m.yelp.com/search?find_desc=Crypto+Lawyer&find_loc=Sherman+Oaks%2C+Los+Angeles%2C+CA,"The Tax Law Offices of David W Klasing, PC - Crypto Lawyer - Sherman Oaks ... Cryptocurrency in Los Angeles, California · Green Card Lawyer in Los Angeles ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,m.yelp.com,0,0,0,0,0,0,,
cryptocurrency lawyer,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,2,Bitcoin Tax Attorney in Sherman Oaks - Leading Tax Group,https://www.leadingtaxgroup.com/most-experienced-bitcoin-tax-experts/sherman-oaks/,"Leading Tax Group has offices located in Sherman Oaks, our tax attorney has plenty of Bitcoin experience and can help if you are going through a audit or need ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,leadingtaxgroup.com,25,35,49,13914,832,13914,,
cryptocurrency lawyer,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,3,"Cryptocurrency Attorney in Los Angeles, CA",https://dyounglaw.net/practice-areas/cryptocurrency/,Missing: Sherman Oaks,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,dyounglaw.net,17,31,6,4051,120,4903,,
cryptocurrency lawyer,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,4,Stubbs Alderton & Markiles Attorneys Assist Clients With Every ...,https://stubbsalderton.com/,"Stubbs Alderton & Markiles Attorneys specialize in corporate, VC, M&A, Business Litigation, Intellectual Property, Entertainment, Public Securities.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,stubbsalderton.com,37,39,8,9657,586,143752,,
cryptocurrency lawyer,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,5,"Crypto, NFT & Metaverse Lawyer - Vondran Legal",https://www.vondranlegal.com/crypto-lawyer,"Call us for Crypto & Blockchain Disputes, Metaverse, Cyrpto Arbitration, False Advertising, Unfair Competition, and Copyright NFT Disputes.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,vondranlegal.com,36,40,1,22526,1780,149128,,
cryptocurrency lawyer,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,6,Tax Experts Whom Include IRS Tax Auditors & Attorney in Sherman ...,https://www.leadingtaxgroup.com/sherman-oaks/,"Leading Tax Group is a group of tax experts, whom include former IRS tax attorneys in Sherman Oaks, CA offers free consultations & representation during ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,leadingtaxgroup.com,25,35,49,13914,832,13914,,
cryptocurrency lawyer,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,7,"TOP 10 BEST Crypto Lawyer near Hollywood Hills West, Los ... - Yelp",https://m.yelp.com/search?find_desc=Crypto+Lawyer&find_loc=Hollywood+Hills+West%2C+Los+Angeles%2C+CA,"Best Crypto Lawyer near Hollywood Hills West, Los Angeles, CA ; Leading Tax Group. 5.0 (45 reviews) ; The Tax Law Offices of David W Klasing, PC. 4.7 (51 reviews).",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,m.yelp.com,0,0,0,0,0,0,,
cryptocurrency lawyer,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,8,Bulldog Law: Personal Injury Attorneys California,https://www.thebulldog.law/,"We offer criminal defense, immigration, personal injury and cryptocurrency legal services in both English and Spanish. Call us at (888) 928-1609 for a free ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,thebulldog.law,24,42,4,17159,1218,90357,,
cryptocurrency lawyer,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,10,Practice Areas | Helfend Law Group,https://www.robertmhelfend.com/criminal-defense/,Being accused or charged with a crime can be intimidating and embarrassing. Contact Robert M. Helfend for help ||| Call Today — 800-834-6434.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,robertmhelfend.com,33,43,1,7915,1505,109987,,
crypto lawyers,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,1,"TOP 10 BEST Crypto Lawyer near Sherman Oaks, Los Angeles, CA ...",https://m.yelp.com/search?find_desc=Crypto+Lawyer&find_loc=Sherman+Oaks%2C+Los+Angeles%2C+CA,"Top 10 Best Crypto Lawyer in Los Angeles, CA - March 2025 - Yelp - Leading Tax Group, The Tax Law Offices of David W Klasing, PC, Semper Tax Relief, ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,m.yelp.com,0,0,0,0,0,0,,
crypto lawyers,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,2,Stubbs Alderton & Markiles Attorneys Assist Clients With Every ...,https://stubbsalderton.com/,"Stubbs Alderton & Markiles Attorneys specialize in corporate, VC, M&A, Business Litigation, Intellectual Property, Entertainment, Public Securities.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,stubbsalderton.com,37,39,8,9657,586,143752,,
crypto lawyers,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,3,Bitcoin Tax Attorney in Sherman Oaks - Leading Tax Group,https://www.leadingtaxgroup.com/most-experienced-bitcoin-tax-experts/sherman-oaks/,"Leading Tax Group has offices located in Sherman Oaks, our tax attorney has plenty of Bitcoin experience and can help if you are going through a audit or need ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,leadingtaxgroup.com,25,35,49,13914,832,13914,,
crypto lawyers,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,4,"Crypto, NFT & Metaverse Lawyer - Vondran Legal",https://www.vondranlegal.com/crypto-lawyer,"Call us for Crypto & Blockchain Disputes, Metaverse, Cyrpto Arbitration, False Advertising, Unfair Competition, and Copyright NFT Disputes.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,vondranlegal.com,36,40,1,22526,1780,149128,,
crypto lawyers,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,5,"Cryptocurrency Attorney in Los Angeles, CA",https://dyounglaw.net/practice-areas/cryptocurrency/,Missing: Sherman Oaks,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,dyounglaw.net,17,31,6,4051,120,4903,,
crypto lawyers,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,6,"TOP 10 BEST Crypto Lawyer near Hollywood Hills West, Los ... - Yelp",https://m.yelp.com/search?find_desc=Crypto+Lawyer&find_loc=Hollywood+Hills+West%2C+Los+Angeles%2C+CA,"Best Crypto Lawyer near Hollywood Hills West, Los Angeles, CA ; Leading Tax Group. 5.0 (45 reviews) ; The Tax Law Offices of David W Klasing, PC. 4.7 (51 reviews).",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,m.yelp.com,0,0,0,0,0,0,,
crypto lawyers,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,9,Adrian Cyhan - Sherman Oaks - Super Lawyers profiles,https://profiles.superlawyers.com/california/sherman-oaks/lawyer/adrian-r-cyhan/fc429fd1-b568-4f6d-9020-2b8a2ceda6d0.html,"Adrian Cyhan is one of the top rated Technology Transactions attorneys in Sherman Oaks, CA. He has met the stringent Super Lawyers selection criteria.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,profiles.superlawyers.com,0,0,0,0,0,0,,
crypto scam lawyer,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,1,Sherman Oaks Cryptocurrency Tax Expert – Audit Attorney,https://www.leadingtaxgroup.com/the-best-cryptocurrency-tax-experts/sherman-oaks/,"In other words, it's easy to get penalized by the IRS or even be accused of fraud. An Sherman Oaks cryptocurrency tax expert from our company will keep a ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,leadingtaxgroup.com,25,35,49,13914,832,13914,,
crypto scam lawyer,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,2,"Crypto, NFT & Metaverse Lawyer - Vondran Legal",https://www.vondranlegal.com/crypto-lawyer,We can be reached at (877) 276-5084. bitcoin attorney logo. Attorney Steve Tip: Dealing with a Crypto Scam? Here is some helpful information. November 2022 ...,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,vondranlegal.com,36,40,1,22526,1780,149128,,
crypto scam lawyer,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,3,Bitcoin and Crypto Lawyers /Attorneys | Dilendorf Law Firm,https://dilendorf.com/blockchain-crypto/bitcoin-lawyers.html,Missing: Sherman Oaks,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,dilendorf.com,29,40,1,22121,768,30717,,
crypto scam lawyer,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,4,"Cryptocurrency Attorney in Los Angeles, CA",https://dyounglaw.net/practice-areas/cryptocurrency/,Missing: Sherman Oaks,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,dyounglaw.net,17,31,6,4051,120,4903,,
crypto scam lawyer,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,5,Los Angeles Securities & Investment Fraud Lawyer - Meyer Wilson,https://investorclaims.com/investment-fraud/california/los-angeles/,"A Los Angeles securities & investment fraud lawyer from our firm can investigate your investment losses, build a strong case on your behalf, and fight for the ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,investorclaims.com,32,39,1,21249,1031,104386,,
crypto scam lawyer,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,6,"Former CEO, CFO, And CCO Of Cred LLC Charged With Alleged ...",https://www.justice.gov/usao-ndca/pr/former-ceo-cfo-and-cco-cred-llc-charged-alleged-multi-million-dollar-cryptocurrency,"Former CEO, CFO, And CCO Of Cred LLC Charged With Alleged Multi-Million-Dollar Cryptocurrency-Related Wire Fraud Conspiracy ; All Defendants (1 ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,justice.gov,92,67,1,42731361,254028,63552962,,
crypto scam lawyer,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,7,Bitcoin Tax Attorney in Sherman Oaks - Leading Tax Group,https://www.leadingtaxgroup.com/most-experienced-bitcoin-tax-experts/sherman-oaks/,... crypto taxes: •We can help you avoid overpaying taxes on your investment gains •We'll make a plan for your taxes even before you start investing •Fraud ...,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,leadingtaxgroup.com,25,35,49,13914,832,13914,,
crypto scam lawyer,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,8,Two California Men Charged in Largest NFT Scheme Prosecuted to ...,https://www.justice.gov/archives/opa/pr/two-california-men-charged-largest-nft-scheme-prosecuted-date,Missing: lawyer Sherman,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,justice.gov,92,67,1,42731361,254028,63552962,,
crypto scam lawyer,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,10,"Kazerouni Law Group, APC.: California Consumer Protection ...",https://www.kazlg.com/,We have successfully fought against consumer fraud and won cases against powerful corporations. Contact us today for your free case evaluation to see how we can ...,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,kazlg.com,31,40,1,4846,832,10307,,
cryptocurrency solicitor,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,1,Bitcoin Tax Attorney in Sherman Oaks - Leading Tax Group,https://www.leadingtaxgroup.com/most-experienced-bitcoin-tax-experts/sherman-oaks/,"Leading Tax Group has offices located in Sherman Oaks, our tax attorney has plenty of Bitcoin experience and can help if you are going through a audit or need ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,leadingtaxgroup.com,25,35,49,13914,832,13914,,
cryptocurrency solicitor,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,2,Stubbs Alderton & Markiles Attorneys Assist Clients With Every ...,https://stubbsalderton.com/,"Stubbs Alderton & Markiles Attorneys specialize in corporate, VC, M&A, Business Litigation, Intellectual Property, Entertainment, Public Securities.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,stubbsalderton.com,37,39,8,9657,586,143752,,
cryptocurrency solicitor,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,3,Bitcoin and Crypto Lawyers /Attorneys | Dilendorf Law Firm,https://dilendorf.com/blockchain-crypto/bitcoin-lawyers.html,Missing: Sherman Oaks,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,dilendorf.com,29,40,1,22121,768,30717,,
cryptocurrency solicitor,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,4,"Cryptocurrency Attorney in Los Angeles, CA",https://dyounglaw.net/practice-areas/cryptocurrency/,Missing: Sherman Oaks,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,dyounglaw.net,17,31,6,4051,120,4903,,
cryptocurrency solicitor,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,6,"Crypto, NFT & Metaverse Lawyer - Vondran Legal",https://www.vondranlegal.com/crypto-lawyer,"Call us for Crypto & Blockchain Disputes, Metaverse, Cyrpto Arbitration, False Advertising, Unfair Competition, and Copyright NFT Disputes.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,vondranlegal.com,36,40,1,22526,1780,149128,,
cryptocurrency solicitor,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,7,Cryptocurrencies | Santa Monica Online Fraud Lawyer,https://www.atrizadeh.com/cryptocurrencies.html,Missing: Sherman Oaks,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,atrizadeh.com,26,30,1,24823,166,32415,,
cryptocurrency solicitor,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,8,Crypto Theft & Hack Lawyers/Attorneys | Coinbase & Gemini,https://dilendorf.com/blockchain-crypto/crypto-theft-lawyers.html,"If you experienced crypto theft due to fraud on Coinbase, Gemini, or Binance,contact Dilendorf Lawyers for a consultation. Contact us at 212.457.9797.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,dilendorf.com,29,40,1,22121,768,30717,,
